id,name,slug,collectibles_slug,number,height,weight,featured,detailPageURL,ThumbnailImage,ThumbnailAltText,abilities,type,weakness
246,Larvitar,larvitar,larvitar,0246,0.6,72,true,/br/pokedex/larvitar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/246.png,Larvitar,Guts,"rock, ground","Water, Grass, Ice, Fighting, Ground, Steel"
247,Pupitar,pupitar,pupitar,0247,1.2,152,true,/br/pokedex/pupitar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/247.png,Pupitar,Shed Skin,"rock, ground","Water, Grass, Ice, Fighting, Ground, Steel"
248,Tyranitar,tyranitar,tyranitar,0248,2,202,true,/br/pokedex/tyranitar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/248.png,Tyranitar,Sand Stream,"rock, dark","Water, Grass, Fighting, Ground, Bug, Steel, Fairy"
249,Lugia,lugia,lugia,0249,5.2,216,true,/br/pokedex/lugia,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/249.png,Lugia,Pressure,"psychic, flying","Electric, Ice, Rock, Ghost, Dark"
250,Ho-Oh,ho-oh,ho-oh,0250,3.8,199,true,/br/pokedex/ho-oh,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/250.png,Ho-Oh,Pressure,"fire, flying","Water, Electric, Rock"
251,Celebi,celebi,celebi,0251,0.6,5,true,/br/pokedex/celebi,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/251.png,Celebi,Natural Cure,"psychic, grass","Fire, Ice, Poison, Flying, Bug, Ghost, Dark"
252,Treecko,treecko,treecko,0252,0.5,5,true,/br/pokedex/treecko,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/252.png,Treecko,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
253,Grovyle,grovyle,grovyle,0253,0.9,21.6,true,/br/pokedex/grovyle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/253.png,Grovyle,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
254,Sceptile,sceptile,sceptile,0254,1.7,52.2,true,/br/pokedex/sceptile,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/254.png,Sceptile,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
255,Torchic,torchic,torchic,0255,0.4,2.5,true,/br/pokedex/torchic,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/255.png,Torchic,Blaze,fire,"Water, Ground, Rock"
256,Combusken,combusken,combusken,0256,0.9,19.5,true,/br/pokedex/combusken,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/256.png,Combusken,Blaze,"fire, fighting","Water, Ground, Flying, Psychic"
257,Blaziken,blaziken,blaziken,0257,1.9,52,true,/br/pokedex/blaziken,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/257.png,Blaziken,Blaze,"fire, fighting","Water, Ground, Flying, Psychic"
258,Mudkip,mudkip,mudkip,0258,0.4,7.6,true,/br/pokedex/mudkip,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/258.png,Mudkip,Torrent,water,"Grass, Electric"
259,Marshtomp,marshtomp,marshtomp,0259,0.7,28,true,/br/pokedex/marshtomp,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/259.png,Marshtomp,Torrent,"water, ground",Grass
260,Swampert,swampert,swampert,0260,1.5,81.9,true,/br/pokedex/swampert,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/260.png,Swampert,Torrent,"water, ground",Grass
261,Poochyena,poochyena,poochyena,0261,0.5,13.6,true,/br/pokedex/poochyena,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/261.png,Poochyena,"Run Away, Quick Feet",dark,"Fighting, Bug, Fairy"
262,Mightyena,mightyena,mightyena,0262,1,37,true,/br/pokedex/mightyena,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/262.png,Mightyena,"Intimidate, Quick Feet",dark,"Fighting, Bug, Fairy"
263,Zigzagoon,zigzagoon,zigzagoon,0263,0.4,17.5,true,/br/pokedex/zigzagoon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/263.png,Zigzagoon,"Pickup, Gluttony",normal,Fighting
264,Linoone,linoone,linoone,0264,0.5,32.5,true,/br/pokedex/linoone,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/264.png,Linoone,"Pickup, Gluttony",normal,Fighting
265,Wurmple,wurmple,wurmple,0265,0.3,3.6,true,/br/pokedex/wurmple,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/265.png,Wurmple,Shield Dust,bug,"Fire, Flying, Rock"
266,Silcoon,silcoon,silcoon,0266,0.6,10,true,/br/pokedex/silcoon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/266.png,Silcoon,Shed Skin,bug,"Fire, Flying, Rock"
267,Beautifly,beautifly,beautifly,0267,1,28.4,true,/br/pokedex/beautifly,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/267.png,Beautifly,Swarm,"bug, flying","Fire, Electric, Ice, Flying, Rock"
268,Cascoon,cascoon,cascoon,0268,0.7,11.5,true,/br/pokedex/cascoon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/268.png,Cascoon,Shed Skin,bug,"Fire, Flying, Rock"
269,Dustox,dustox,dustox,0269,1.2,31.6,true,/br/pokedex/dustox,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/269.png,Dustox,Shield Dust,"bug, poison","Fire, Flying, Psychic, Rock"
270,Lotad,lotad,lotad,0270,0.5,2.6,true,/br/pokedex/lotad,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/270.png,Lotad,"Swift Swim, Rain Dish","water, grass","Poison, Flying, Bug"
271,Lombre,lombre,lombre,0271,1.2,32.5,true,/br/pokedex/lombre,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/271.png,Lombre,"Swift Swim, Rain Dish","water, grass","Poison, Flying, Bug"
272,Ludicolo,ludicolo,ludicolo,0272,1.5,55,true,/br/pokedex/ludicolo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/272.png,Ludicolo,"Swift Swim, Rain Dish","water, grass","Poison, Flying, Bug"
273,Seedot,seedot,seedot,0273,0.5,4,true,/br/pokedex/seedot,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/273.png,Seedot,"Chlorophyll, Early Bird",grass,"Fire, Ice, Poison, Flying, Bug"
274,Nuzleaf,nuzleaf,nuzleaf,0274,1,28,true,/br/pokedex/nuzleaf,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/274.png,Nuzleaf,"Chlorophyll, Early Bird","grass, dark","Fire, Ice, Fighting, Poison, Flying, Bug, Fairy"
275,Shiftry,shiftry,shiftry,0275,1.3,59.6,true,/br/pokedex/shiftry,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/275.png,Shiftry,"Chlorophyll, Early Bird","grass, dark","Fire, Ice, Fighting, Poison, Flying, Bug, Fairy"
276,Taillow,taillow,taillow,0276,0.3,2.3,true,/br/pokedex/taillow,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/276.png,Taillow,Guts,"normal, flying","Electric, Ice, Rock"
277,Swellow,swellow,swellow,0277,0.7,19.8,true,/br/pokedex/swellow,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/277.png,Swellow,Guts,"normal, flying","Electric, Ice, Rock"
278,Wingull,wingull,wingull,0278,0.6,9.5,true,/br/pokedex/wingull,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/278.png,Wingull,"Keen Eye, Hydration","water, flying","Electric, Rock"
279,Pelipper,pelipper,pelipper,0279,1.2,28,true,/br/pokedex/pelipper,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/279.png,Pelipper,"Keen Eye, Drizzle","water, flying","Electric, Rock"
280,Ralts,ralts,ralts,0280,0.4,6.6,true,/br/pokedex/ralts,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/280.png,Ralts,"Synchronize, Trace","psychic, fairy","Poison, Ghost, Steel"
281,Kirlia,kirlia,kirlia,0281,0.8,20.2,true,/br/pokedex/kirlia,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/281.png,Kirlia,"Synchronize, Trace","psychic, fairy","Poison, Ghost, Steel"
282,Gardevoir,gardevoir,gardevoir,0282,1.6,48.4,true,/br/pokedex/gardevoir,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/282.png,Gardevoir,"Synchronize, Trace","psychic, fairy","Poison, Ghost, Steel"
283,Surskit,surskit,surskit,0283,0.5,1.7,true,/br/pokedex/surskit,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/283.png,Surskit,Swift Swim,"bug, water","Electric, Flying, Rock"
284,Masquerain,masquerain,masquerain,0284,0.8,3.6,true,/br/pokedex/masquerain,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/284.png,Masquerain,Intimidate,"bug, flying","Fire, Electric, Ice, Flying, Rock"
285,Shroomish,shroomish,shroomish,0285,0.4,4.5,true,/br/pokedex/shroomish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/285.png,Shroomish,"Effect Spore, Poison Heal",grass,"Fire, Ice, Poison, Flying, Bug"
286,Breloom,breloom,breloom,0286,1.2,39.2,true,/br/pokedex/breloom,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/286.png,Breloom,"Effect Spore, Poison Heal","grass, fighting","Fire, Ice, Poison, Flying, Psychic, Fairy"
287,Slakoth,slakoth,slakoth,0287,0.8,24,true,/br/pokedex/slakoth,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/287.png,Slakoth,Truant,normal,Fighting
288,Vigoroth,vigoroth,vigoroth,0288,1.4,46.5,true,/br/pokedex/vigoroth,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/288.png,Vigoroth,Vital Spirit,normal,Fighting
289,Slaking,slaking,slaking,0289,2,130.5,true,/br/pokedex/slaking,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/289.png,Slaking,Truant,normal,Fighting
290,Nincada,nincada,nincada,0290,0.5,5.5,true,/br/pokedex/nincada,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/290.png,Nincada,Compound Eyes,"bug, ground","Fire, Water, Ice, Flying"
291,Ninjask,ninjask,ninjask,0291,0.8,12,true,/br/pokedex/ninjask,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/291.png,Ninjask,Speed Boost,"bug, flying","Fire, Electric, Ice, Flying, Rock"
292,Shedinja,shedinja,shedinja,0292,0.8,1.2,true,/br/pokedex/shedinja,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/292.png,Shedinja,Wonder Guard,"bug, ghost","Fire, Flying, Rock, Ghost, Dark"
293,Whismur,whismur,whismur,0293,0.6,16.3,true,/br/pokedex/whismur,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/293.png,Whismur,Soundproof,normal,Fighting
294,Loudred,loudred,loudred,0294,1,40.5,true,/br/pokedex/loudred,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/294.png,Loudred,Soundproof,normal,Fighting
295,Exploud,exploud,exploud,0295,1.5,84,true,/br/pokedex/exploud,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/295.png,Exploud,Soundproof,normal,Fighting
296,Makuhita,makuhita,makuhita,0296,1,86.4,true,/br/pokedex/makuhita,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/296.png,Makuhita,"Guts, Thick Fat",fighting,"Flying, Psychic, Fairy"
297,Hariyama,hariyama,hariyama,0297,2.3,253.8,true,/br/pokedex/hariyama,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/297.png,Hariyama,"Guts, Thick Fat",fighting,"Flying, Psychic, Fairy"
298,Azurill,azurill,azurill,0298,0.2,2,true,/br/pokedex/azurill,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/298.png,Azurill,"Thick Fat, Huge Power","normal, fairy","Poison, Steel"
299,Nosepass,nosepass,nosepass,0299,1,97,true,/br/pokedex/nosepass,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/299.png,Nosepass,"Sturdy, Magnet Pull",rock,"Water, Grass, Fighting, Ground, Steel"
300,Skitty,skitty,skitty,0300,0.6,11,true,/br/pokedex/skitty,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/300.png,Skitty,"Cute Charm, Normalize",normal,Fighting
301,Delcatty,delcatty,delcatty,0301,1.1,32.6,true,/br/pokedex/delcatty,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/301.png,Delcatty,"Cute Charm, Normalize",normal,Fighting
302,Sableye,sableye,sableye,0302,0.5,11,true,/br/pokedex/sableye,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/302.png,Sableye,"Keen Eye, Stall","dark, ghost",Fairy
303,Mawile,mawile,mawile,0303,0.6,11.5,true,/br/pokedex/mawile,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/303.png,Mawile,"Intimidate, Hyper Cutter","steel, fairy","Fire, Ground"
304,Aron,aron,aron,0304,0.4,60,true,/br/pokedex/aron,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/304.png,Aron,"Rock Head, Sturdy","steel, rock","Water, Fighting, Ground"
305,Lairon,lairon,lairon,0305,0.9,120,true,/br/pokedex/lairon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/305.png,Lairon,"Rock Head, Sturdy","steel, rock","Water, Fighting, Ground"
306,Aggron,aggron,aggron,0306,2.1,360,true,/br/pokedex/aggron,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/306.png,Aggron,"Rock Head, Sturdy","steel, rock","Water, Fighting, Ground"
307,Meditite,meditite,meditite,0307,0.6,11.2,true,/br/pokedex/meditite,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/307.png,Meditite,Pure Power,"fighting, psychic","Flying, Ghost, Fairy"
308,Medicham,medicham,medicham,0308,1.3,31.5,true,/br/pokedex/medicham,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/308.png,Medicham,Pure Power,"fighting, psychic","Flying, Ghost, Fairy"
309,Electrike,electrike,electrike,0309,0.6,15.2,true,/br/pokedex/electrike,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/309.png,Electrike,"Static, Lightning Rod",electric,Ground
310,Manectric,manectric,manectric,0310,1.5,40.2,true,/br/pokedex/manectric,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/310.png,Manectric,"Static, Lightning Rod",electric,Ground
311,Plusle,plusle,plusle,0311,0.4,4.2,true,/br/pokedex/plusle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/311.png,Plusle,Plus,electric,Ground
312,Minun,minun,minun,0312,0.4,4.2,true,/br/pokedex/minun,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/312.png,Minun,Minus,electric,Ground
313,Volbeat,volbeat,volbeat,0313,0.7,17.7,true,/br/pokedex/volbeat,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/313.png,Volbeat,"Swarm, Illuminate",bug,"Fire, Flying, Rock"
314,Illumise,illumise,illumise,0314,0.6,17.7,true,/br/pokedex/illumise,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/314.png,Illumise,"Tinted Lens, Oblivious",bug,"Fire, Flying, Rock"
315,Roselia,roselia,roselia,0315,0.3,2,true,/br/pokedex/roselia,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/315.png,Roselia,"Poison Point, Natural Cure","grass, poison","Fire, Ice, Flying, Psychic"
316,Gulpin,gulpin,gulpin,0316,0.4,10.3,true,/br/pokedex/gulpin,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/316.png,Gulpin,"Liquid Ooze, Sticky Hold",poison,"Ground, Psychic"
317,Swalot,swalot,swalot,0317,1.7,80,true,/br/pokedex/swalot,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/317.png,Swalot,"Liquid Ooze, Sticky Hold",poison,"Ground, Psychic"
318,Carvanha,carvanha,carvanha,0318,0.8,20.8,true,/br/pokedex/carvanha,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/318.png,Carvanha,Rough Skin,"water, dark","Grass, Electric, Fighting, Bug, Fairy"
319,Sharpedo,sharpedo,sharpedo,0319,1.8,88.8,true,/br/pokedex/sharpedo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/319.png,Sharpedo,Rough Skin,"water, dark","Grass, Electric, Fighting, Bug, Fairy"
320,Wailmer,wailmer,wailmer,0320,2,130,true,/br/pokedex/wailmer,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/320.png,Wailmer,"Oblivious, Water Veil",water,"Grass, Electric"
321,Wailord,wailord,wailord,0321,14.5,398,true,/br/pokedex/wailord,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/321.png,Wailord,"Oblivious, Water Veil",water,"Grass, Electric"
322,Numel,numel,numel,0322,0.7,24,true,/br/pokedex/numel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/322.png,Numel,"Oblivious, Simple","fire, ground","Water, Ground"
323,Camerupt,camerupt,camerupt,0323,1.9,220,true,/br/pokedex/camerupt,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/323.png,Camerupt,"Magma Armor, Solid Rock","fire, ground","Water, Ground"
324,Torkoal,torkoal,torkoal,0324,0.5,80.4,true,/br/pokedex/torkoal,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/324.png,Torkoal,"White Smoke, Drought",fire,"Water, Ground, Rock"
325,Spoink,spoink,spoink,0325,0.7,30.6,true,/br/pokedex/spoink,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/325.png,Spoink,"Own Tempo, Thick Fat",psychic,"Bug, Ghost, Dark"
326,Grumpig,grumpig,grumpig,0326,0.9,71.5,true,/br/pokedex/grumpig,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/326.png,Grumpig,"Own Tempo, Thick Fat",psychic,"Bug, Ghost, Dark"
327,Spinda,spinda,spinda,0327,1.1,5,true,/br/pokedex/spinda,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/327.png,Spinda,"Tangled Feet, Own Tempo",normal,Fighting
328,Trapinch,trapinch,trapinch,0328,0.7,15,true,/br/pokedex/trapinch,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/328.png,Trapinch,"Arena Trap, Hyper Cutter",ground,"Water, Grass, Ice"
329,Vibrava,vibrava,vibrava,0329,1.1,15.3,true,/br/pokedex/vibrava,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/329.png,Vibrava,Levitate,"ground, dragon","Ice, Dragon, Fairy"
330,Flygon,flygon,flygon,0330,2,82,true,/br/pokedex/flygon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/330.png,Flygon,Levitate,"ground, dragon","Ice, Dragon, Fairy"
331,Cacnea,cacnea,cacnea,0331,0.4,51.3,true,/br/pokedex/cacnea,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/331.png,Cacnea,Sand Veil,grass,"Fire, Ice, Poison, Flying, Bug"
332,Cacturne,cacturne,cacturne,0332,1.3,77.4,true,/br/pokedex/cacturne,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/332.png,Cacturne,Sand Veil,"grass, dark","Fire, Ice, Fighting, Poison, Flying, Bug, Fairy"
333,Swablu,swablu,swablu,0333,0.4,1.2,true,/br/pokedex/swablu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/333.png,Swablu,Natural Cure,"normal, flying","Electric, Ice, Rock"
334,Altaria,altaria,altaria,0334,1.1,20.6,true,/br/pokedex/altaria,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/334.png,Altaria,Natural Cure,"dragon, flying","Ice, Rock, Dragon, Fairy"
335,Zangoose,zangoose,zangoose,0335,1.3,40.3,true,/br/pokedex/zangoose,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/335.png,Zangoose,Immunity,normal,Fighting
336,Seviper,seviper,seviper,0336,2.7,52.5,true,/br/pokedex/seviper,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/336.png,Seviper,Shed Skin,poison,"Ground, Psychic"
337,Lunatone,lunatone,lunatone,0337,1,168,true,/br/pokedex/lunatone,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/337.png,Lunatone,Levitate,"rock, psychic","Water, Grass, Ground, Bug, Ghost, Dark, Steel"
338,Solrock,solrock,solrock,0338,1.2,154,true,/br/pokedex/solrock,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/338.png,Solrock,Levitate,"rock, psychic","Water, Grass, Ground, Bug, Ghost, Dark, Steel"
339,Barboach,barboach,barboach,0339,0.4,1.9,true,/br/pokedex/barboach,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/339.png,Barboach,"Oblivious, Anticipation","water, ground",Grass
340,Whiscash,whiscash,whiscash,0340,0.9,23.6,true,/br/pokedex/whiscash,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/340.png,Whiscash,"Oblivious, Anticipation","water, ground",Grass
341,Corphish,corphish,corphish,0341,0.6,11.5,true,/br/pokedex/corphish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/341.png,Corphish,"Shell Armor, Hyper Cutter",water,"Grass, Electric"
342,Crawdaunt,crawdaunt,crawdaunt,0342,1.1,32.8,true,/br/pokedex/crawdaunt,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/342.png,Crawdaunt,"Shell Armor, Hyper Cutter","water, dark","Grass, Electric, Fighting, Bug, Fairy"
343,Baltoy,baltoy,baltoy,0343,0.5,21.5,true,/br/pokedex/baltoy,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/343.png,Baltoy,Levitate,"ground, psychic","Water, Grass, Ice, Bug, Ghost, Dark"
344,Claydol,claydol,claydol,0344,1.5,108,true,/br/pokedex/claydol,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/344.png,Claydol,Levitate,"ground, psychic","Water, Grass, Ice, Bug, Ghost, Dark"
345,Lileep,lileep,lileep,0345,1,23.8,true,/br/pokedex/lileep,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/345.png,Lileep,Suction Cups,"rock, grass","Ice, Fighting, Bug, Steel"
346,Cradily,cradily,cradily,0346,1.5,60.4,true,/br/pokedex/cradily,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/346.png,Cradily,Suction Cups,"rock, grass","Ice, Fighting, Bug, Steel"
347,Anorith,anorith,anorith,0347,0.7,12.5,true,/br/pokedex/anorith,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/347.png,Anorith,Battle Armor,"rock, bug","Water, Rock, Steel"
348,Armaldo,armaldo,armaldo,0348,1.5,68.2,true,/br/pokedex/armaldo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/348.png,Armaldo,Battle Armor,"rock, bug","Water, Rock, Steel"
349,Feebas,feebas,feebas,0349,0.6,7.4,true,/br/pokedex/feebas,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/349.png,Feebas,"Oblivious, Swift Swim",water,"Grass, Electric"
350,Milotic,milotic,milotic,0350,6.2,162,true,/br/pokedex/milotic,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/350.png,Milotic,"Marvel Scale, Competitive",water,"Grass, Electric"
351,Castform,castform,castform,0351,0.3,0.8,true,/br/pokedex/castform,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/351.png,Castform,Forecast,normal,Fighting
352,Kecleon,kecleon,kecleon,0352,1,22,true,/br/pokedex/kecleon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/352.png,Kecleon,Color Change,normal,Fighting
353,Shuppet,shuppet,shuppet,0353,0.6,2.3,true,/br/pokedex/shuppet,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/353.png,Shuppet,"Insomnia, Frisk",ghost,"Ghost, Dark"
354,Banette,banette,banette,0354,1.1,12.5,true,/br/pokedex/banette,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/354.png,Banette,"Insomnia, Frisk",ghost,"Ghost, Dark"
355,Duskull,duskull,duskull,0355,0.8,15,true,/br/pokedex/duskull,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/355.png,Duskull,Levitate,ghost,"Ghost, Dark"
356,Dusclops,dusclops,dusclops,0356,1.6,30.6,true,/br/pokedex/dusclops,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/356.png,Dusclops,Pressure,ghost,"Ghost, Dark"
357,Tropius,tropius,tropius,0357,2,100,true,/br/pokedex/tropius,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/357.png,Tropius,"Chlorophyll, Solar Power","grass, flying","Fire, Ice, Poison, Flying, Rock"
358,Chimecho,chimecho,chimecho,0358,0.6,1,true,/br/pokedex/chimecho,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/358.png,Chimecho,Levitate,psychic,"Bug, Ghost, Dark"
359,Absol,absol,absol,0359,1.2,47,true,/br/pokedex/absol,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/359.png,Absol,"Pressure, Super Luck",dark,"Fighting, Bug, Fairy"
360,Wynaut,wynaut,wynaut,0360,0.6,14,true,/br/pokedex/wynaut,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/360.png,Wynaut,Shadow Tag,psychic,"Bug, Ghost, Dark"
361,Snorunt,snorunt,snorunt,0361,0.7,16.8,true,/br/pokedex/snorunt,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/361.png,Snorunt,"Inner Focus, Ice Body",ice,"Fire, Fighting, Rock, Steel"
362,Glalie,glalie,glalie,0362,1.5,256.5,true,/br/pokedex/glalie,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/362.png,Glalie,"Inner Focus, Ice Body",ice,"Fire, Fighting, Rock, Steel"
363,Spheal,spheal,spheal,0363,0.8,39.5,true,/br/pokedex/spheal,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/363.png,Spheal,"Thick Fat, Ice Body","ice, water","Grass, Electric, Fighting, Rock"
364,Sealeo,sealeo,sealeo,0364,1.1,87.6,true,/br/pokedex/sealeo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/364.png,Sealeo,"Thick Fat, Ice Body","ice, water","Grass, Electric, Fighting, Rock"
365,Walrein,walrein,walrein,0365,1.4,150.6,true,/br/pokedex/walrein,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/365.png,Walrein,"Thick Fat, Ice Body","ice, water","Grass, Electric, Fighting, Rock"
366,Clamperl,clamperl,clamperl,0366,0.4,52.5,true,/br/pokedex/clamperl,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/366.png,Clamperl,Shell Armor,water,"Grass, Electric"
